# col1     a_lam/a_V               
  2655.0   1.8577575991325879  
  2665.0   1.853241799618804   
  2675.0   1.8487405268273056  
  2685.0   1.844253714304312   
  2695.0   1.839781296907377   
  2705.0   1.835323210743197   
  2715.0   1.830879393108327   
  2725.0   1.8264497824326744  
  2735.0   1.8220343182256538  
  2745.0   1.8176329410248642  
  2755.0   1.8132455923471957  
  2765.0   1.8088722146422367  
  2775.0   1.804512751247892   
  2785.0   1.8001671463481004  
  2795.0   1.7958353449325684  
  2805.0   1.7915172927584158  
  2815.0   1.7872129363136573  
  2825.0   1.7829222227824324  
  2835.0   1.778645100011906   
  2845.0   1.7743815164807608  
  2855.0   1.770131421269217   
  2865.0   1.7658947640304956  
  2875.0   1.761671494963684   
  2885.0   1.7574615647879124  
  2895.0   1.7532649247177994  
  2905.0   1.7490815264401116  
  2915.0   1.7449113220915617  
  2925.0   1.7407542642377234  
  2935.0   1.736610305852979   
  2945.0   1.732479400301485   
  2955.0   1.7283615013190825  
  2965.0   1.7242565629961293  
  2975.0   1.7201645397611955  
  2985.0   1.7160853863655976  
  2995.0   1.7120190578687209  
  3005.0   1.7079655096241022  
  3015.0   1.7039246972662332  
  3025.0   1.6998965766980545  
  3035.0   1.6958811040791035  
  3045.0   1.6918782358142943  
  3055.0   1.687887928543292   
  3065.0   1.6839101391304574  
  3075.0   1.6799448246553383  
  3085.0   1.6759919424036773  
  3095.0   1.6720514498589127  
  3105.0   1.6681233046941533  
  3115.0   1.6642074647646021  
  3125.0   1.6603038881004046  
  3135.0   1.65641253289991    
  3145.0   1.6525333575233148  
  3155.0   1.6486663204866847  
  3165.0   1.6448113804563191  
  3175.0   1.640968496243462   
  3185.0   1.637137626799319   
  3195.0   1.6333187312103943  
  3205.0   1.6295117686941034  
  3215.0   1.6257166985946692  
  3225.0   1.6219334803792753  
  3235.0   1.6181620736344728  
  3245.0   1.6144024380628215  
  3255.0   1.610654533479755   
  3265.0   1.6069183198106627  
  3275.0   1.6031937570881705  
  3285.0   1.5994808054496232  
  3295.0   1.5957794251347375  
  3305.0   1.5920895764834406  
  3315.0   1.5884112199338678  
  3325.0   1.5847443160205166  
  3335.0   1.5810888253725504  
  3345.0   1.5774447087122454  
  3355.0   1.5738119268535642  
  3365.0   1.570190440700861   
  3375.0   1.5665802112477047  
  3385.0   1.5629811995758136  
  3395.0   1.5593933668540982  
  3405.0   1.5558166743378044  
  3415.0   1.5522510833677503  
  3425.0   1.5486965553696577  
  3435.0   1.5451530518535619  
  3445.0   1.541620534413306   
  3455.0   1.5380989647261065  
  3465.0   1.5345883045521973  
  3475.0   1.5310885157345284  
  3485.0   1.527599560198539   
  3495.0   1.5241213999519798  
  3505.0   1.520653997084798   
  3515.0   1.517197313769068   
  3525.0   1.513751312258971   
  3535.0   1.5103159548908254  
  3545.0   1.5068912040831501  
  3555.0   1.503477022336774   
  3565.0   1.5000733722349773  
  3575.0   1.4966802164436728  
  3585.0   1.4932975177116072  
  3595.0   1.4899252388706057  
  3605.0   1.4865633428358287  
  3615.0   1.4832117926060655  
  3625.0   1.4798705512640415  
  3635.0   1.4765395819767504  
  3645.0   1.4732188479958053  
  3655.0   1.4699083126578023  
  3665.0   1.4666079393847065  
  3675.0   1.4633176916842423  
  3685.0   1.4600375331503084  
  3695.0   1.4567674274633897  
  3705.0   1.4535073383909909  
  3715.0   1.4502572297880676  
  3725.0   1.4470170655974752  
  3735.0   1.4437868098504145  
  3745.0   1.4405664266668865  
  3755.0   1.437355880256152   
  3765.0   1.4341551349171895  
  3775.0   1.4309641550391587  
  3785.0   1.4277829051018662  
  3795.0   1.4246113496762267  
  3805.0   1.4214494534247266  
  3815.0   1.4182971811018887  
  3825.0   1.4151544975547286  
  3835.0   1.4120213677232147  
  3845.0   1.408897756640724   
  3855.0   1.4057836294344885  
  3865.0   1.402678951326047   
  3875.0   1.3995836876316836  
  3885.0   1.396497803762866   
  3895.0   1.3934212652266762  
  3905.0   1.3903540376262353  
  3915.0   1.3872960866611252  
  3925.0   1.384247378127797   
  3935.0   1.3812078779199781  
  3945.0   1.3781775520290716  
  3955.0   1.3751563665445434  
  3965.0   1.3721442876543084  
  3975.0   1.3691412816451027  
  3985.0   1.3661473149028511  
  3995.0   1.363162353913025   
  4005.0   1.3601863652609907  
  4015.0   1.3572193156323524  
  4025.0   1.354261171813281   
  4035.0   1.3513119006908398  
  4045.0   1.3483714692532953  
  4055.0   1.345439844590425   
  4065.0   1.342516993893808   
  4075.0   1.3396028844571164  
  4085.0   1.3366974836763874  
  4095.0   1.3338007590502916  
  4105.0   1.3309126781803917  
  4115.0   1.3280332087713884  
  4125.0   1.3251623186313617  
  4135.0   1.322299975671996   
  4145.0   1.3194461479088024  
  4155.0   1.3166008034613297  
  4165.0   1.3137639105533603  
  4175.0   1.310935437513106   
  4185.0   1.3081153527733864  
  4195.0   1.3053036248718026  
  4205.0   1.3025002224508992  
  4215.0   1.2997051142583187  
  4225.0   1.296918269146944   
  4235.0   1.2941396560750356  
  4245.0   1.2913692441063553  
  4255.0   1.2886070024102851  
  4265.0   1.285852900261934   
  4275.0   1.2831069070422372  
  4285.0   1.2803689922380455  
  4295.0   1.2776391254422088  
  4305.0   1.2749172763536454  
  4315.0   1.2722034147774104  
  4325.0   1.2694975106247475  
  4335.0   1.2667995339131386  
  4345.0   1.2641094547663425  
  4355.0   1.2614272434144251  
  4365.0   1.2587528701937818  
  4375.0   1.2560863055471545  
  4385.0   1.2534275200236353  
  4395.0   1.2507764842786677  
  4405.0   1.2481331690740376  
  4415.0   1.2454975452778563  
  4425.0   1.2428695838645383  
  4435.0   1.2402492559147682  
  4445.0   1.2376365326154646  
  4455.0   1.2350313852597332  
  4465.0   1.2324337852468146  
  4475.0   1.2298437040820256  
  4485.0   1.2272611133766929  
  4495.0   1.2246859848480784  
  4505.0   1.2221182903193022  
  4515.0   1.2195580017192547  
  4525.0   1.217005091082506   
  4535.0   1.2144595305492043  
  4545.0   1.2119212923649751  
  4555.0   1.2093903488808069  
  4565.0   1.2068666725529353  
  4575.0   1.204350235942722   
  4585.0   1.2018410117165235  
  4595.0   1.1993389726455597  
  4605.0   1.1968440916057723  
  4615.0   1.1943563415776821  
  4625.0   1.1918756956462364  
  4635.0   1.1894021270006547  
  4645.0   1.1869356089342682  
  4655.0   1.1844761148443532  
  4665.0   1.182023618231963   
  4675.0   1.1795780927017496  
  4685.0   1.1771395119617853  
  4695.0   1.1747078498233785  
  4705.0   1.1722830802008843  
  4715.0   1.1698651771115098  
  4725.0   1.1674541146751183  
  4735.0   1.165049867114026   
  4745.0   1.1626524087527959  
  4755.0   1.160261714018029   
  4765.0   1.1578777574381485  
  4775.0   1.1555005136431824  
  4785.0   1.153129957364543   
  4795.0   1.1507660634348005  
  4805.0   1.1484088067874534  
  4815.0   1.146058162456698   
  4825.0   1.1437141055771916  
  4835.0   1.1413766113838124  
  4845.0   1.13904565521142    
  4855.0   1.1367212124946067  
  4865.0   1.1344032587674509  
  4875.0   1.1320917696632655  
  4885.0   1.1297867209143424  
  4895.0   1.1274880883516964  
  4905.0   1.1251958479048052  
  4915.0   1.1229099756013452  
  4925.0   1.1206304475669273  
  4935.0   1.1183572400248303  
  4945.0   1.116090329295728   
  4955.0   1.1138296917974182  
  4965.0   1.1115753040445482  
  4975.0   1.1093271426483362  
  4985.0   1.1070851843162928  
  4995.0   1.104849405851939   
  5005.0   1.1026197841545238  
  5015.0   1.1003962962187361  
  5025.0   1.0981789191344218  
  5035.0   1.0959676300862897  
  5045.0   1.0937624063536233  
  5055.0   1.0915632253099883  
  5065.0   1.0893700644229354  
  5075.0   1.087182901253708   
  5085.0   1.0850017134569419  
  5095.0   1.082826478780368   
  5105.0   1.0806571750645102  
  5115.0   1.0784937802423848  
  5125.0   1.0763362723391972  
  5135.0   1.0741846294720372  
  5145.0   1.0720388298495735  
  5155.0   1.0698988517717467  
  5165.0   1.0677646736294621  
  5175.0   1.0656362739042802  
  5185.0   1.063513631168106   
  5195.0   1.0613967240828797  
  5205.0   1.0592855314002645  
  5215.0   1.0571800319613325  
  5225.0   1.0550802046962526  
  5235.0   1.0529860286239763  
  5245.0   1.0508974828519222  
  5255.0   1.048814546575659   
  5265.0   1.0467371990785925  
  5275.0   1.0446654197316454  
  5285.0   1.0425991879929408  
  5295.0   1.0405384834074851  
  5305.0   1.0384832856068489  
  5315.0   1.0364335743088466  
  5325.0   1.0343893293172204  
  5335.0   1.0323505305213172  
  5345.0   1.03031715789577    
  5355.0   1.0282891915001773  
  5365.0   1.0262666114787835  
  5375.0   1.024249398060156   
  5385.0   1.022237531556866   
  5395.0   1.020230992365166   
  5405.0   1.0182297609646702  
  5415.0   1.0162338179180306  
  5425.0   1.0142431438706176  
  5435.0   1.0122577195501976  
  5445.0   1.0102775257666117  
  5455.0   1.0083025434114536  
  5465.0   1.0063327534577493  
  5475.0   1.0043681369596344  
  5485.0   1.0024086750520333  
  5495.0   1.0004543489503395  
  5505.0   0.9985051399500918  
  5515.0   0.996561029426656   
  5525.0   0.9946219988349028  
  5535.0   0.9926880297088885  
  5545.0   0.990759103661534   
  5555.0   0.9888352023843058  
  5565.0   0.986916307646896   
  5575.0   0.9850024012969028  
  5585.0   0.983093465259513   
  5595.0   0.9811894815371823  
  5605.0   0.9792904322093166  
  5615.0   0.9773962994319572  
  5625.0   0.9755070654374604  
  5635.0   0.9736227125341822  
  5645.0   0.9717432231061622  
  5655.0   0.9698685796128078  
  5665.0   0.9679987645885779  
  5675.0   0.9661337606426691  
  5685.0   0.9642735504587012  
  5695.0   0.9624181167944029  
  5705.0   0.9605674424813004  
  5715.0   0.9587215104244028  
  5725.0   0.9568803036018919  
  5735.0   0.9550438050648093  
  5745.0   0.9532119979367475  
  5755.0   0.9513848654135388  
  5765.0   0.9495623907629461  
  5775.0   0.9477445573243541  
  5785.0   0.9459313485084625  
  5795.0   0.9441227477969768  
  5805.0   0.9423187387423035  
  5815.0   0.9405193049672437  
  5825.0   0.9387244301646879  
  5835.0   0.9369340980973108  
  5845.0   0.9351482925972704  
  5855.0   0.933366997565902   
  5865.0   0.9315901969734186  
  5875.0   0.929817874858609   
  5885.0   0.9280500153285363  
  5895.0   0.9262866025582406  
  5905.0   0.9245276207904377  
  5915.0   0.9227730543352238  
  5925.0   0.9210228875697763  
  5935.0   0.9192771049380583  
  5945.0   0.9175356909505235  
  5955.0   0.9157986301838223  
  5965.0   0.9140659072805062  
  5975.0   0.9123375069487375  
  5985.0   0.9106134139619956  
  5995.0   0.9088936131587873  
  6005.0   0.9071780894423562  
  6015.0   0.9054668277803932  
  6025.0   0.9037598132047493  
  6035.0   0.902057030811148   
  6045.0   0.9003584657588977  
  6055.0   0.8986641032706085  
  6065.0   0.8969739286319062  
  6075.0   0.8952879271911489  
  6085.0   0.8936060843591457  
  6095.0   0.8919283856088728  
  6105.0   0.8902548164751947  
  6115.0   0.8885853625545848  
  6125.0   0.8869200095048447  
  6135.0   0.885258743044828   
  6145.0   0.8836015489541637  
  6155.0   0.8819484130729791  
  6165.0   0.8802993213016264  
  6175.0   0.8786542596004083  
  6185.0   0.8770132139893048  
  6195.0   0.875376170547702   
  6205.0   0.873743115414121   
  6215.0   0.8721140347859483  
  6225.0   0.8704889149191662  
  6235.0   0.8688677421280865  
  6245.0   0.8672505027850818  
  6255.0   0.8656371833203214  
  6265.0   0.8640277702215056  
  6275.0   0.8624222500336016  
  6285.0   0.8608206093585822  
  6295.0   0.8592228348551623  
  6305.0   0.8637571312205677  
  6315.0   0.8620422335610882  
  6325.0   0.8603327585029037  
  6335.0   0.8586286803667653  
  6345.0   0.8569299736353112  
  6355.0   0.8552366129517928  
  6365.0   0.8535485731188116  
  6375.0   0.8518658290970711  
  6385.0   0.8501883560041379  
  6395.0   0.8485161291132155  
  6405.0   0.8468491238519291  
  6415.0   0.845187315801122   
  6425.0   0.843530680693664   
  6435.0   0.8418791944132686  
  6445.0   0.8402328329933244  
  6455.0   0.8385915726157349  
  6465.0   0.8369553896097698  
  6475.0   0.8353242604509272  
  6485.0   0.8336981617598066  
  6495.0   0.8320770703009913  
  6505.0   0.8304609629819418  
  6515.0   0.8288498168518993  
  6525.0   0.8272436091007995  
  6535.0   0.8256423170581958  
  6545.0   0.8240459181921929  
  6555.0   0.8224543901083897  
  6565.0   0.8208677105488327  
  6575.0   0.8192858573909779  
  6585.0   0.8177088086466624  
  6595.0   0.8161365424610864  
  6605.0   0.8145690371118027  
  6615.0   0.8130062710077174  
  6625.0   0.811448222688097   
  6635.0   0.8098948708215878  
  6645.0   0.8083461942052411  
  6655.0   0.8068021717635493  
  6665.0   0.8052627825474887  
  6675.0   0.8037280057335737  
  6685.0   0.8021978206229168  
  6695.0   0.8006722066402974  
  6705.0   0.7991511433332414  
  6715.0   0.7976346103711058  
  6725.0   0.7961225875441738  
  6735.0   0.7946150547627558  
  6745.0   0.7931119920563016  
  6755.0   0.7916133795725161  
  6765.0   0.7901191975764876  
  6775.0   0.7886294264498201  
  6785.0   0.787144046689775   
  6795.0   0.7856630389084203  
  6805.0   0.7841863838317867  
  6815.0   0.7827140622990317  
  6825.0   0.781246055261611   
  6835.0   0.7797823437824559  
  6845.0   0.7783229090351613  
  6855.0   0.7768677323031761  
  6865.0   0.7754167949790043  
  6875.0   0.7739700785634119  
  6885.0   0.7725275646646406  
  6895.0   0.7710892349976276  
  6905.0   0.7696550713832346  
  6915.0   0.7682250557474806  
  6925.0   0.7667991701207827  
  6935.0   0.7653773966372044  
  6945.0   0.7639597175337084  
  6955.0   0.7625461151494173  
  6965.0   0.7611365719248803  
  6975.0   0.7597310704013452  
  6985.0   0.7583295932200395  
  6995.0   0.7569321231214537  
  7005.0   0.755538642944634   
  7015.0   0.7541491356264793  
  7025.0   0.7527635842010457  
  7035.0   0.7513819717988541  
  7045.0   0.7500042816462074  
  7055.0   0.7486304970645108  
  7065.0   0.7472606014695988  
  7075.0   0.7458945783710684  
  7085.0   0.7445324113716164  
  7095.0   0.743174084166384   
  7105.0   0.7418195805423063  
  7115.0   0.7404688843774672  
  7125.0   0.7391219796404592  
  7135.0   0.7377788503897498  
  7145.0   0.7364394807730521  
  7155.0   0.7351038550267016  
  7165.0   0.7337719574750373  
  7175.0   0.7324437725297889  
  7185.0   0.731119284689468   
  7195.0   0.7297984785387659  
  7205.0   0.7284813387479546  
  7215.0   0.7271678500722946  
  7225.0   0.7258579973514461  
  7235.0   0.7245517655088859  
  7245.0   0.7232491395513296  
  7255.0   0.7219501045681566  
  7265.0   0.720654645730842   
  7275.0   0.7193627482923932  
  7285.0   0.7180743975867884  
  7295.0   0.7167895790284231  
  7305.0   0.7155082781115589  
  7315.0   0.7142304804097787  
  7325.0   0.7129561715754436  
  7335.0   0.711685337339157   
  7345.0   0.7104179635092319  
  7355.0   0.7091540359711627  
  7365.0   0.7078935406871003  
  7375.0   0.7066364636953338  
  7385.0   0.7053827911097738  
  7395.0   0.7041325091194417  
  7405.0   0.7028856039879626  
  7415.0   0.7016420620530622  
  7425.0   0.7004018697260672  
  7435.0   0.6991650134914111  
  7445.0   0.6979314799061429  
  7455.0   0.6967012555994402  
  7465.0   0.6954743272721259  
  7475.0   0.694250681696189   
  7485.0   0.6930303057143093  
  7495.0   0.6918131862393859  
  7505.0   0.6905993102540694  
  7515.0   0.6893886648102973  
  7525.0   0.688181237028834   
  7535.0   0.6869770140988147  
  7545.0   0.6857759832772911  
  7555.0   0.6845781318887827  
  7565.0   0.6833834473248309  
  7575.0   0.6821919170435563  
  7585.0   0.6810035285692198  
  7595.0   0.6798182694917873  
  7605.0   0.6786361274664978  
  7615.0   0.6774570902134351  
  7625.0   0.6762811455171018  
  7635.0   0.675108281225998   
  7645.0   0.6739384852522023  
  7655.0   0.6727717455709575  
  7665.0   0.6716080502202574  
  7675.0   0.6704473873004384  
  7685.0   0.6692897449737746  
  7695.0   0.6681351114640741  
  7705.0   0.6669834750562806  
  7715.0   0.6658348240960771  
  7725.0   0.6646891469894923  
  7735.0   0.6635464322025106  
  7745.0   0.662406668260686   
  7755.0   0.6612698437487563  
  7765.0   0.6601359473102638  
  7775.0   0.6590049676471756  
  7785.0   0.6578768935195097  
  7795.0   0.6567517137449617  
  7805.0   0.6556294171985354  
  7815.0   0.6545099928121768  
  7825.0   0.6533934295744094  
  7835.0   0.652279716529974   
  7845.0   0.6511688427794695  
  7855.0   0.6500607974789983  
  7865.0   0.6489555698398124  
  7875.0   0.6478531491279641  
  7885.0   0.646753524663958   
  7895.0   0.6456566858224069  
  7905.0   0.6445626220316881  
  7915.0   0.6434713227736053  
  7925.0   0.6423827775830511  
  7935.0   0.6412969760476713  
  7945.0   0.640213907807535   
  7955.0   0.639133562554803   
  7965.0   0.6380559300334024  
  7975.0   0.6369810000387014  
  7985.0   0.6359087624171865  
  7995.0   0.6348392070661446  
  8005.0   0.6337723239333442  
  8015.0   0.6327081030167203  
  8025.0   0.631646534364063   
  8035.0   0.6305876080727066  
  8045.0   0.6295313142892219  
  8055.0   0.6284776432091101  
  8065.0   0.6274265850765004  
  8075.0   0.6263781301838475  
  8085.0   0.625332268871634   
  8095.0   0.6242889915280733  
  8105.0   0.6232482885888152  
  8115.0   0.622210150536653   
  8125.0   0.6211745679012346  
  8135.0   0.6201415312587737  
  8145.0   0.6191110312317638  
  8155.0   0.6180830584886952  
  8165.0   0.6170576037437724  
  8175.0   0.6160346577566354  
  8185.0   0.6150142113320815  
  8195.0   0.6139962553197901  
  8205.0   0.6129807806140491  
  8215.0   0.6119677781534832  
  8225.0   0.6109572389207849  
  8235.0   0.6099491539424469  
  8245.0   0.6089435142884951  
  8255.0   0.6079403110722271  
  8265.0   0.6069395354499489  
  8275.0   0.6059411786207154  
  8285.0   0.6049452318260728  
  8295.0   0.6039516863498017  
  8305.0   0.6029605335176638  
  8315.0   0.6019717646971486  
  8325.0   0.6009853712972233  
  8335.0   0.6000013447680835  
  8345.0   0.5990196766009068  
  8355.0   0.5980403583276075  
  8365.0   0.5970633815205922  
  8375.0   0.5960887377925189  
  8385.0   0.595116418796057   
  8395.0   0.5941464162236488  
  8405.0   0.5931787218072723  
  8415.0   0.5922133273182075  
  8425.0   0.5912502245668023  
  8435.0   0.5902894054022408  
  8445.0   0.5893308617123143  
  8455.0   0.5883745854231917  
  8465.0   0.5874205684991942  
  8475.0   0.5864688029425689  
  8485.0   0.5855192807932662  
  8495.0   0.5845719941287176  
  8505.0   0.5836269350636155  
  8515.0   0.5826840957496937  
  8525.0   0.5817434683755115  
  8535.0   0.5808050451662364  
  8545.0   0.5798688183834312  
  8555.0   0.5789347803248407  
  8565.0   0.5780029233241804  
  8575.0   0.5770732397509268  
  8585.0   0.5761457220101095  
  8595.0   0.5752203625421038  
  8605.0   0.5742971538224259  
  8615.0   0.5733760883615285  
  8625.0   0.5724571587045983  
  8635.0   0.5715403574313553  
  8645.0   0.5706256771558527  
  8655.0   0.5697131105262782  
  8665.0   0.5688026502247584  
  8675.0   0.5678942889671612  
  8685.0   0.5669880195029035  
  8695.0   0.5660838346147565  
  8705.0   0.565181727118656   
  8715.0   0.5642816898635106  
  8725.0   0.5633837157310129  
  8735.0   0.5624877976354526  
  8745.0   0.5615939285235302  
  8755.0   0.5607021013741709  
  8765.0   0.5598123091983409  
  8775.0   0.5589245450388661  
  8785.0   0.5580388019702497  
  8795.0   0.5571550730984918  
  8805.0   0.5562733515609117  
  8815.0   0.5553936305259696  
  8825.0   0.5545159031930894  
  8835.0   0.5536401627924851  
  8845.0   0.5527664025849857  
  8855.0   0.5518946158618624  
  8865.0   0.551024795944657   
  8875.0   0.5501569361850113  
  8885.0   0.5492910299644984  
  8895.0   0.5484270706944532  
  8905.0   0.5475650518158062  
  8915.0   0.5467049667989171  
  8925.0   0.5458468091434104  
  8935.0   0.5449905723780114  
  8945.0   0.5441362500603828  
  8955.0   0.5432838357769644  
  8965.0   0.5424333231428121  
  8975.0   0.5415847058014375  
  8985.0   0.5407379774246517  
  8995.0   0.5398931317124055  
  9005.0   0.5390501623926351  
  9015.0   0.5382090632211062  
